,sid,cond,dimtype,ruletype,counter,ruledir,rulerelation,block,acc,dist_mn,dist_med,avg_dist_med,nsel,mn_nsel,mn_nsel_early,mn_nsel_late
448,298,3,absolute,2D,0,comp,2D-P,0,0.75,2.52094157802,2.91445301886,1.00306518396,16,12.875,14.75,11.0
449,298,3,absolute,2D,0,comp,2D-P,1,0.625,0.74510969748,0.366587616975,1.00306518396,14,12.875,14.75,11.0
450,298,3,absolute,2D,0,comp,2D-P,2,0.6875,0.956712216389,0.682993462381,1.00306518396,14,12.875,14.75,11.0
451,298,3,absolute,2D,0,comp,2D-P,3,0.65625,0.91418805282,0.761524676329,1.00306518396,15,12.875,14.75,11.0
452,298,3,absolute,2D,0,comp,2D-P,4,0.5625,1.30855486477,1.29201769005,1.00306518396,11,12.875,14.75,11.0
453,298,3,absolute,2D,0,comp,2D-P,5,0.71875,1.06224871812,0.796391231899,1.00306518396,15,12.875,14.75,11.0
454,298,3,absolute,2D,0,comp,2D-P,6,0.6875,0.65419596847,0.403735162161,1.00306518396,5,12.875,14.75,11.0
455,298,3,absolute,2D,0,comp,2D-P,7,0.875,0.979155524939,0.806818613004,1.00306518396,13,12.875,14.75,11.0
456,299,3,absolute,2D,1,negative,2D-N,0,0.65625,0.895288424567,0.729916677354,1.11169731445,0,0.0,0.0,0.0
457,299,3,absolute,2D,1,negative,2D-N,1,0.78125,1.33556015255,1.38749339829,1.11169731445,0,0.0,0.0,0.0
458,299,3,absolute,2D,1,negative,2D-N,2,0.8125,1.10937559288,1.08738033586,1.11169731445,0,0.0,0.0,0.0
459,299,3,absolute,2D,1,negative,2D-N,3,0.75,1.01870625561,0.950846814517,1.11169731445,0,0.0,0.0,0.0
460,299,3,absolute,2D,1,negative,2D-N,4,0.65625,1.38818584157,1.31776028715,1.11169731445,0,0.0,0.0,0.0
461,299,3,absolute,2D,1,negative,2D-N,5,0.78125,1.16912937445,1.28712985516,1.11169731445,0,0.0,0.0,0.0
462,299,3,absolute,2D,1,negative,2D-N,6,0.6875,0.990967792597,0.782053582879,1.11169731445,0,0.0,0.0,0.0
463,299,3,absolute,2D,1,negative,2D-N,7,0.8125,1.30382995771,1.35099756442,1.11169731445,0,0.0,0.0,0.0
464,300,0,relative,1D,1,negative,1D-C,0,0.5,0.922375,0.8295,0.714875,16,14.375,15.5,13.25
465,300,0,relative,1D,1,negative,1D-C,1,0.84375,1.0065,1.075,0.714875,15,14.375,15.5,13.25
466,300,0,relative,1D,1,negative,1D-C,2,0.59375,0.3606875,0.3595,0.714875,16,14.375,15.5,13.25
467,300,0,relative,1D,1,negative,1D-C,3,0.71875,0.4264375,0.316,0.714875,15,14.375,15.5,13.25
468,300,0,relative,1D,1,negative,1D-C,4,0.8125,0.7768125,0.687,0.714875,16,14.375,15.5,13.25
469,300,0,relative,1D,1,negative,1D-C,5,0.375,0.7878125,0.7185,0.714875,14,14.375,15.5,13.25
470,300,0,relative,1D,1,negative,1D-C,6,0.5625,0.7730625,0.719,0.714875,10,14.375,15.5,13.25
471,300,0,relative,1D,1,negative,1D-C,7,0.625,0.963625,1.0145,0.714875,13,14.375,15.5,13.25
472,301,1,absolute,1D,1,negative,1D-C,0,0.34375,1.18685,1.294,1.1688,11,1.875,3.75,0.0
473,301,1,absolute,1D,1,negative,1D-C,1,0.6875,1.0196,1.0924,1.1688,4,1.875,3.75,0.0
474,301,1,absolute,1D,1,negative,1D-C,2,0.96875,1.24575,1.1576,1.1688,0,1.875,3.75,0.0
475,301,1,absolute,1D,1,negative,1D-C,3,0.9375,1.29725,1.2504,1.1688,0,1.875,3.75,0.0
476,301,1,absolute,1D,1,negative,1D-C,4,1.0,1.0157,0.8476,1.1688,0,1.875,3.75,0.0
477,301,1,absolute,1D,1,negative,1D-C,5,1.0,1.18715,1.254,1.1688,0,1.875,3.75,0.0
478,301,1,absolute,1D,1,negative,1D-C,6,1.0,1.1028,1.3672,1.1688,0,1.875,3.75,0.0
479,301,1,absolute,1D,1,negative,1D-C,7,1.0,1.00075,1.0872,1.1688,0,1.875,3.75,0.0
480,302,2,relative,2D,1,positive,2D-N,0,0.875,0.958473873548,0.909137290097,0.780475219528,16,6.875,13.25,0.5
481,302,2,relative,2D,1,positive,2D-N,1,0.90625,0.37972367325,0.346628957828,0.780475219528,15,6.875,13.25,0.5
482,302,2,relative,2D,1,positive,2D-N,2,1.0,0.372493750804,0.354368029742,0.780475219528,15,6.875,13.25,0.5
483,302,2,relative,2D,1,positive,2D-N,3,1.0,0.855574766061,0.344592359956,0.780475219528,7,6.875,13.25,0.5
484,302,2,relative,2D,1,positive,2D-N,4,1.0,1.15551471767,1.39506954238,0.780475219528,2,6.875,13.25,0.5
485,302,2,relative,2D,1,positive,2D-N,5,0.96875,0.992179568331,0.803641520323,0.780475219528,0,6.875,13.25,0.5
486,302,2,relative,2D,1,positive,2D-N,6,0.96875,1.04217804609,0.646823484173,0.780475219528,0,6.875,13.25,0.5
487,302,2,relative,2D,1,positive,2D-N,7,0.96875,1.36024371876,1.44354057173,0.780475219528,0,6.875,13.25,0.5
488,303,1,absolute,1D,0,negative,1D-C,0,0.65625,1.1935,1.172,0.679,12,9.0,12.25,5.75
489,303,1,absolute,1D,0,negative,1D-C,1,0.875,0.8945,0.508,0.679,10,9.0,12.25,5.75
490,303,1,absolute,1D,0,negative,1D-C,2,0.9375,0.46075,0.32,0.679,13,9.0,12.25,5.75
491,303,1,absolute,1D,0,negative,1D-C,3,1.0,0.71025,0.356,0.679,14,9.0,12.25,5.75
492,303,1,absolute,1D,0,negative,1D-C,4,0.96875,0.75775,0.576,0.679,8,9.0,12.25,5.75
493,303,1,absolute,1D,0,negative,1D-C,5,1.0,1.0845,1.052,0.679,6,9.0,12.25,5.75
494,303,1,absolute,1D,0,negative,1D-C,6,1.0,1.193,0.788,0.679,1,9.0,12.25,5.75
495,303,1,absolute,1D,0,negative,1D-C,7,0.96875,0.68825,0.66,0.679,8,9.0,12.25,5.75
496,305,1,absolute,1D,1,positive,1D-C,0,0.9375,1.05305,0.8,0.3899,3,6.375,7.75,5.0
497,305,1,absolute,1D,1,positive,1D-C,1,1.0,0.26135,0.2,0.3899,7,6.375,7.75,5.0
498,305,1,absolute,1D,1,positive,1D-C,2,1.0,0.3581,0.2,0.3899,11,6.375,7.75,5.0
499,305,1,absolute,1D,1,positive,1D-C,3,1.0,0.29595,0.08,0.3899,10,6.375,7.75,5.0
500,305,1,absolute,1D,1,positive,1D-C,4,1.0,0.397,0.0664,0.3899,8,6.375,7.75,5.0
501,305,1,absolute,1D,1,positive,1D-C,5,1.0,0.6359,0.33,0.3899,5,6.375,7.75,5.0
502,305,1,absolute,1D,1,positive,1D-C,6,0.96875,0.81975,0.5716,0.3899,5,6.375,7.75,5.0
503,305,1,absolute,1D,1,positive,1D-C,7,1.0,0.9367,0.8712,0.3899,2,6.375,7.75,5.0
504,306,2,relative,2D,0,comp,2D-P,0,0.90625,1.84321272114,1.79008806564,0.79255224491,10,8.125,13.75,2.5
505,306,2,relative,2D,0,comp,2D-P,1,0.96875,0.230644709013,0.193558261763,0.79255224491,16,8.125,13.75,2.5
506,306,2,relative,2D,0,comp,2D-P,2,1.0,0.117267305474,0.041139277016,0.79255224491,16,8.125,13.75,2.5
507,306,2,relative,2D,0,comp,2D-P,3,1.0,0.327591859219,0.000488783489299,0.79255224491,13,8.125,13.75,2.5
508,306,2,relative,2D,0,comp,2D-P,4,0.96875,1.18677649501,1.11157511858,0.79255224491,0,8.125,13.75,2.5
509,306,2,relative,2D,0,comp,2D-P,5,0.96875,1.29802565377,1.06147481093,0.79255224491,0,8.125,13.75,2.5
510,306,2,relative,2D,0,comp,2D-P,6,0.96875,0.843406093776,0.716067811824,0.79255224491,4,8.125,13.75,2.5
511,306,2,relative,2D,0,comp,2D-P,7,1.0,1.76818445553,1.42602583003,0.79255224491,6,8.125,13.75,2.5
512,307,0,relative,1D,0,positive,1D-C,0,0.71875,1.1571875,1.3115,1.020875,10,5.0,8.75,1.25
513,307,0,relative,1D,0,positive,1D-C,1,0.6875,1.2284375,1.196,1.020875,13,5.0,8.75,1.25
514,307,0,relative,1D,0,positive,1D-C,2,0.71875,1.0264375,1.039,1.020875,8,5.0,8.75,1.25
515,307,0,relative,1D,0,positive,1D-C,3,0.75,1.2424375,1.446,1.020875,4,5.0,8.75,1.25
516,307,0,relative,1D,0,positive,1D-C,4,0.71875,0.8410625,0.9,1.020875,4,5.0,8.75,1.25
517,307,0,relative,1D,0,positive,1D-C,5,0.875,0.8665625,0.767,1.020875,1,5.0,8.75,1.25
518,307,0,relative,1D,0,positive,1D-C,6,0.90625,0.77275,0.5985,1.020875,0,5.0,8.75,1.25
519,307,0,relative,1D,0,positive,1D-C,7,0.96875,1.10975,0.909,1.020875,0,5.0,8.75,1.25
520,308,3,absolute,2D,1,negative,2D-N,0,0.53125,1.1631417767,0.814639148832,0.94905460839,16,12.125,15.0,9.25
521,308,3,absolute,2D,1,negative,2D-N,1,0.59375,1.1836299513,0.856674528912,0.94905460839,16,12.125,15.0,9.25
522,308,3,absolute,2D,1,negative,2D-N,2,0.6875,1.3043187412,1.38162799642,0.94905460839,16,12.125,15.0,9.25
523,308,3,absolute,2D,1,negative,2D-N,3,0.75,1.27385123703,1.16330470453,0.94905460839,12,12.125,15.0,9.25
524,308,3,absolute,2D,1,negative,2D-N,4,0.75,1.02563068838,1.19751954878,0.94905460839,9,12.125,15.0,9.25
525,308,3,absolute,2D,1,negative,2D-N,5,0.75,0.861562363805,0.698308678379,0.94905460839,8,12.125,15.0,9.25
526,308,3,absolute,2D,1,negative,2D-N,6,0.625,0.876470260229,0.698308678379,0.94905460839,9,12.125,15.0,9.25
527,308,3,absolute,2D,1,negative,2D-N,7,0.75,1.1546287976,0.782053582879,0.94905460839,11,12.125,15.0,9.25
528,309,0,relative,1D,0,negative,1D-C,0,0.71875,0.8356875,0.88,1.0263125,11,4.25,7.5,1.0
529,309,0,relative,1D,0,negative,1D-C,1,0.84375,1.2091875,1.362,1.0263125,13,4.25,7.5,1.0
530,309,0,relative,1D,0,negative,1D-C,2,0.9375,0.9546875,1.045,1.0263125,6,4.25,7.5,1.0
531,309,0,relative,1D,0,negative,1D-C,3,0.78125,1.222125,1.29,1.0263125,0,4.25,7.5,1.0
532,309,0,relative,1D,0,negative,1D-C,4,0.84375,0.9350625,0.845,1.0263125,0,4.25,7.5,1.0
533,309,0,relative,1D,0,negative,1D-C,5,0.78125,0.749,0.712,1.0263125,0,4.25,7.5,1.0
534,309,0,relative,1D,0,negative,1D-C,6,0.78125,1.0939375,1.128,1.0263125,4,4.25,7.5,1.0
535,309,0,relative,1D,0,negative,1D-C,7,0.71875,1.118,0.9485,1.0263125,0,4.25,7.5,1.0
536,310,2,relative,2D,1,negative,2D-N,0,0.84375,0.863670242603,0.705884822463,0.435781029679,16,14.875,15.0,14.75
537,310,2,relative,2D,1,negative,2D-N,1,0.875,0.320509590119,0.239096590182,0.435781029679,14,14.875,15.0,14.75
538,310,2,relative,2D,1,negative,2D-N,2,0.8125,0.690712168316,0.482266376109,0.435781029679,16,14.875,15.0,14.75
539,310,2,relative,2D,1,negative,2D-N,3,0.84375,0.540767649984,0.417095244202,0.435781029679,14,14.875,15.0,14.75
540,310,2,relative,2D,1,negative,2D-N,4,0.90625,0.605276887582,0.557620497376,0.435781029679,15,14.875,15.0,14.75
541,310,2,relative,2D,1,negative,2D-N,5,0.9375,0.318014757725,0.382065760802,0.435781029679,15,14.875,15.0,14.75
542,310,2,relative,2D,1,negative,2D-N,6,0.90625,0.485626762598,0.391841430588,0.435781029679,15,14.875,15.0,14.75
543,310,2,relative,2D,1,negative,2D-N,7,0.90625,0.487867020257,0.310377515705,0.435781029679,14,14.875,15.0,14.75
544,311,2,relative,2D,1,negative,2D-N,0,0.8125,0.962292494558,0.610979361624,0.913261400788,16,7.375,8.75,6.0
545,311,2,relative,2D,1,negative,2D-N,1,0.84375,1.45672754295,1.25495160878,0.913261400788,4,7.375,8.75,6.0
546,311,2,relative,2D,1,negative,2D-N,2,0.90625,1.39934639791,1.15800955007,0.913261400788,9,7.375,8.75,6.0
547,311,2,relative,2D,1,negative,2D-N,3,0.8125,1.13825455071,1.02033553391,0.913261400788,6,7.375,8.75,6.0
548,311,2,relative,2D,1,negative,2D-N,4,0.875,1.12654411294,0.916876362011,0.913261400788,9,7.375,8.75,6.0
549,311,2,relative,2D,1,negative,2D-N,5,0.78125,1.08005876651,0.697331111401,0.913261400788,5,7.375,8.75,6.0
550,311,2,relative,2D,1,negative,2D-N,6,0.75,1.11631020863,0.875737084995,0.913261400788,5,7.375,8.75,6.0
551,311,2,relative,2D,1,negative,2D-N,7,0.96875,1.10989492534,0.771870593519,0.913261400788,5,7.375,8.75,6.0
552,312,0,relative,1D,1,positive,1D-C,0,0.9375,1.1299375,0.697,0.715125,12,6.25,12.0,0.5
553,312,0,relative,1D,1,positive,1D-C,1,0.71875,0.991375,1.2595,0.715125,14,6.25,12.0,0.5
554,312,0,relative,1D,1,positive,1D-C,2,1.0,1.0035625,1.05,0.715125,16,6.25,12.0,0.5
555,312,0,relative,1D,1,positive,1D-C,3,0.96875,0.52,0.2365,0.715125,6,6.25,12.0,0.5
556,312,0,relative,1D,1,positive,1D-C,4,1.0,0.590125,0.4145,0.715125,2,6.25,12.0,0.5
557,312,0,relative,1D,1,positive,1D-C,5,1.0,0.760625,0.4685,0.715125,0,6.25,12.0,0.5
558,312,0,relative,1D,1,positive,1D-C,6,1.0,0.8555625,0.6815,0.715125,0,6.25,12.0,0.5
559,312,0,relative,1D,1,positive,1D-C,7,1.0,1.03275,0.9135,0.715125,0,6.25,12.0,0.5
560,313,1,absolute,1D,0,positive,1D-F,0,0.96875,0.48775,0.304,0.6955,13,4.875,5.0,4.75
561,313,1,absolute,1D,0,positive,1D-F,1,1.0,0.7495,0.634,0.6955,7,4.875,5.0,4.75
562,313,1,absolute,1D,0,positive,1D-F,2,1.0,1.0535,1.026,0.6955,0,4.875,5.0,4.75
563,313,1,absolute,1D,0,positive,1D-F,3,1.0,1.00025,1.06,0.6955,0,4.875,5.0,4.75
564,313,1,absolute,1D,0,positive,1D-F,4,1.0,0.78675,0.314,0.6955,5,4.875,5.0,4.75
565,313,1,absolute,1D,0,positive,1D-F,5,1.0,0.68775,0.464,0.6955,5,4.875,5.0,4.75
566,313,1,absolute,1D,0,positive,1D-F,6,1.0,0.8265,0.754,0.6955,4,4.875,5.0,4.75
567,313,1,absolute,1D,0,positive,1D-F,7,1.0,0.7855,1.008,0.6955,5,4.875,5.0,4.75
568,314,2,relative,2D,0,comp,2D-P,0,0.84375,1.00191450616,1.08501788233,0.91609227183,0,5.875,6.5,5.25
569,314,2,relative,2D,0,comp,2D-P,1,0.90625,1.3251836864,1.2545442892,0.91609227183,3,5.875,6.5,5.25
570,314,2,relative,2D,0,comp,2D-P,2,0.90625,0.842815480393,0.762013459818,0.91609227183,11,5.875,6.5,5.25
571,314,2,relative,2D,0,comp,2D-P,3,0.90625,0.947445696071,0.869953147038,0.91609227183,12,5.875,6.5,5.25
572,314,2,relative,2D,0,comp,2D-P,4,0.84375,0.503253517181,0.297669144983,0.91609227183,9,5.875,6.5,5.25
573,314,2,relative,2D,0,comp,2D-P,5,0.84375,0.838671003723,0.789303871304,0.91609227183,6,5.875,6.5,5.25
574,314,2,relative,2D,0,comp,2D-P,6,0.875,1.3099601173,1.49722529164,0.91609227183,0,5.875,6.5,5.25
575,314,2,relative,2D,0,comp,2D-P,7,0.90625,0.991120537438,0.773011088327,0.91609227183,6,5.875,6.5,5.25
576,315,3,absolute,2D,0,comp,2D-P,0,0.8125,1.3492053583,1.41258428408,0.702992853485,8,4.25,3.5,5.0
577,315,3,absolute,2D,0,comp,2D-P,1,0.78125,1.09389744905,0.787267273432,0.702992853485,1,4.25,3.5,5.0
578,315,3,absolute,2D,0,comp,2D-P,2,0.8125,1.17780528138,1.08444763493,0.702992853485,0,4.25,3.5,5.0
579,315,3,absolute,2D,0,comp,2D-P,3,0.90625,0.866776054358,0.708736059484,0.702992853485,5,4.25,3.5,5.0
580,315,3,absolute,2D,0,comp,2D-P,4,0.90625,0.735619151396,0.252538136138,0.702992853485,11,4.25,3.5,5.0
581,315,3,absolute,2D,0,comp,2D-P,5,1.0,0.878221734399,0.753052429181,0.702992853485,0,4.25,3.5,5.0
582,315,3,absolute,2D,0,comp,2D-P,6,0.9375,0.654806947832,0.385161389568,0.702992853485,0,4.25,3.5,5.0
583,315,3,absolute,2D,0,comp,2D-P,7,0.84375,0.636599762855,0.240155621076,0.702992853485,9,4.25,3.5,5.0
584,316,3,absolute,2D,0,comp,2D-P,0,0.53125,0.910114857076,1.06098602744,1.15369196258,9,1.125,2.25,0.0
585,316,3,absolute,2D,0,comp,2D-P,1,0.53125,1.21417891938,1.00787155494,1.15369196258,0,1.125,2.25,0.0
586,316,3,absolute,2D,0,comp,2D-P,2,0.8125,1.45795968467,1.60386155622,1.15369196258,0,1.125,2.25,0.0
587,316,3,absolute,2D,0,comp,2D-P,3,0.625,1.20326275478,1.09129060378,1.15369196258,0,1.125,2.25,0.0
588,316,3,absolute,2D,0,comp,2D-P,4,0.59375,1.19857857968,1.24607204205,1.15369196258,0,1.125,2.25,0.0
589,316,3,absolute,2D,0,comp,2D-P,5,0.71875,1.0810261505,0.989297782342,1.15369196258,0,1.125,2.25,0.0
590,316,3,absolute,2D,0,comp,2D-P,6,0.71875,1.25075621716,1.29071426741,1.15369196258,0,1.125,2.25,0.0
591,316,3,absolute,2D,0,comp,2D-P,7,0.75,1.15638027177,0.939441866434,1.15369196258,0,1.125,2.25,0.0
592,317,1,absolute,1D,1,positive,1D-F,0,0.875,0.69115,0.75,0.83345,8,3.75,5.5,2.0
593,317,1,absolute,1D,1,positive,1D-F,1,1.0,0.67655,0.74,0.83345,9,3.75,5.5,2.0
594,317,1,absolute,1D,1,positive,1D-F,2,1.0,0.9051,0.8464,0.83345,2,3.75,5.5,2.0
595,317,1,absolute,1D,1,positive,1D-F,3,0.96875,0.64475,0.4956,0.83345,3,3.75,5.5,2.0
596,317,1,absolute,1D,1,positive,1D-F,4,1.0,0.73925,0.694,0.83345,2,3.75,5.5,2.0
597,317,1,absolute,1D,1,positive,1D-F,5,1.0,1.022,0.9576,0.83345,2,3.75,5.5,2.0
598,317,1,absolute,1D,1,positive,1D-F,6,1.0,0.92185,0.9616,0.83345,2,3.75,5.5,2.0
599,317,1,absolute,1D,1,positive,1D-F,7,1.0,1.09415,1.2224,0.83345,2,3.75,5.5,2.0
600,318,3,absolute,2D,1,positive,2D-N,0,0.84375,0.999562235617,0.651711319066,0.346058710424,16,15.375,15.75,15.0
601,318,3,absolute,2D,1,positive,2D-N,1,0.96875,0.754722439436,0.456197923346,0.346058710424,15,15.375,15.75,15.0
602,318,3,absolute,2D,1,positive,2D-N,2,0.84375,0.401739296247,0.39102679144,0.346058710424,16,15.375,15.75,15.0
603,318,3,absolute,2D,1,positive,2D-N,3,0.875,0.267201640817,0.228098961673,0.346058710424,16,15.375,15.75,15.0
604,318,3,absolute,2D,1,positive,2D-N,4,0.90625,0.339419401361,0.325855659533,0.346058710424,15,15.375,15.75,15.0
605,318,3,absolute,2D,1,positive,2D-N,5,0.8125,0.24040001282,0.171400076914,0.346058710424,15,15.375,15.75,15.0
606,318,3,absolute,2D,1,positive,2D-N,6,0.90625,0.33689402,0.309562876556,0.346058710424,15,15.375,15.75,15.0
607,318,3,absolute,2D,1,positive,2D-N,7,0.96875,0.445200294837,0.234616074864,0.346058710424,15,15.375,15.75,15.0
608,319,3,absolute,2D,0,comp,2D-P,0,0.875,1.05858284195,0.963229329579,0.685926163317,7,3.375,1.75,5.0
609,319,3,absolute,2D,0,comp,2D-P,1,0.75,1.31291318422,1.02090578132,0.685926163317,0,3.375,1.75,5.0
610,319,3,absolute,2D,0,comp,2D-P,2,0.90625,1.10163652097,0.980499679535,0.685926163317,0,3.375,1.75,5.0
611,319,3,absolute,2D,0,comp,2D-P,3,0.9375,1.23307854763,0.843640302531,0.685926163317,0,3.375,1.75,5.0
612,319,3,absolute,2D,0,comp,2D-P,4,0.84375,0.873048775804,0.458153057303,0.685926163317,0,3.375,1.75,5.0
613,319,3,absolute,2D,0,comp,2D-P,5,0.9375,0.782949685943,0.538965260868,0.685926163317,0,3.375,1.75,5.0
614,319,3,absolute,2D,0,comp,2D-P,6,0.96875,0.413958883479,0.310866299194,0.685926163317,9,3.375,1.75,5.0
615,319,3,absolute,2D,0,comp,2D-P,7,0.9375,0.370334957059,0.371149596208,0.685926163317,11,3.375,1.75,5.0
616,320,3,absolute,2D,1,negative,2D-N,0,0.40625,0.917650269202,0.703196513272,0.937283072689,8,12.75,10.75,14.75
617,320,3,absolute,2D,1,negative,2D-N,1,0.71875,0.936183309838,0.573180105118,0.937283072689,8,12.75,10.75,14.75
618,320,3,absolute,2D,1,negative,2D-N,2,0.84375,1.47022000386,1.38586411999,0.937283072689,11,12.75,10.75,14.75
619,320,3,absolute,2D,1,negative,2D-N,3,0.75,2.13732800283,2.0646214588,0.937283072689,16,12.75,10.75,14.75
620,320,3,absolute,2D,1,negative,2D-N,4,0.875,0.869016312017,0.814639148832,0.937283072689,13,12.75,10.75,14.75
621,320,3,absolute,2D,1,negative,2D-N,5,0.9375,0.499007210617,0.448051531858,0.937283072689,14,12.75,10.75,14.75
622,320,3,absolute,2D,1,negative,2D-N,6,0.875,0.646904948088,0.645194205875,0.937283072689,16,12.75,10.75,14.75
623,320,3,absolute,2D,1,negative,2D-N,7,0.84375,1.01341110115,0.863517497762,0.937283072689,16,12.75,10.75,14.75
624,321,2,relative,2D,1,positive,2D-N,0,1.0,0.626253845665,0.325855659533,0.379010863994,16,11.25,15.25,7.25
625,321,2,relative,2D,1,positive,2D-N,1,1.0,0.773805361497,0.346221638254,0.379010863994,15,11.25,15.25,7.25
626,321,2,relative,2D,1,positive,2D-N,2,1.0,0.647994527949,0.343777720807,0.379010863994,14,11.25,15.25,7.25
627,321,2,relative,2D,1,positive,2D-N,3,1.0,0.707972335282,0.344185040382,0.379010863994,16,11.25,15.25,7.25
628,321,2,relative,2D,1,positive,2D-N,4,1.0,0.839587472765,0.545808229718,0.379010863994,4,11.25,15.25,7.25
629,321,2,relative,2D,1,positive,2D-N,5,0.96875,0.853079933668,0.343777720807,0.379010863994,10,11.25,15.25,7.25
630,321,2,relative,2D,1,positive,2D-N,6,1.0,0.992943292533,0.437868542497,0.379010863994,8,11.25,15.25,7.25
631,321,2,relative,2D,1,positive,2D-N,7,1.0,0.890196929887,0.344592359956,0.379010863994,7,11.25,15.25,7.25
632,322,0,relative,1D,1,positive,1D-C,0,0.46875,0.7703125,0.778,0.875625,14,8.25,11.5,5.0
633,322,0,relative,1D,1,positive,1D-C,1,0.65625,1.244625,1.389,0.875625,7,8.25,11.5,5.0
634,322,0,relative,1D,1,positive,1D-C,2,0.75,1.3583125,1.637,0.875625,11,8.25,11.5,5.0
635,322,0,relative,1D,1,positive,1D-C,3,0.96875,0.578375,0.0795,0.875625,14,8.25,11.5,5.0
636,322,0,relative,1D,1,positive,1D-C,4,1.0,0.1920625,0.05,0.875625,14,8.25,11.5,5.0
637,322,0,relative,1D,1,positive,1D-C,5,1.0,0.586625,0.408,0.875625,6,8.25,11.5,5.0
638,322,0,relative,1D,1,positive,1D-C,6,1.0,1.2573125,1.3485,0.875625,0,8.25,11.5,5.0
639,322,0,relative,1D,1,positive,1D-C,7,1.0,1.2775,1.315,0.875625,0,8.25,11.5,5.0
640,323,0,relative,1D,0,positive,1D-F,0,0.75,1.03525,1.0815,0.8895,7,6.125,8.0,4.25
641,323,0,relative,1D,0,positive,1D-F,1,0.84375,0.9010625,0.7895,0.8895,4,6.125,8.0,4.25
642,323,0,relative,1D,0,positive,1D-F,2,0.78125,1.0388125,1.13,0.8895,6,6.125,8.0,4.25
643,323,0,relative,1D,0,positive,1D-F,3,0.78125,0.5053125,0.4,0.8895,15,6.125,8.0,4.25
644,323,0,relative,1D,0,positive,1D-F,4,0.78125,1.0631875,0.832,0.8895,5,6.125,8.0,4.25
645,323,0,relative,1D,0,positive,1D-F,5,0.71875,0.764375,0.85,0.8895,11,6.125,8.0,4.25
646,323,0,relative,1D,0,positive,1D-F,6,0.6875,1.207625,1.072,0.8895,1,6.125,8.0,4.25
647,323,0,relative,1D,0,positive,1D-F,7,0.625,1.0313125,0.961,0.8895,0,6.125,8.0,4.25
648,325,1,absolute,1D,0,positive,1D-F,0,0.75,1.266,1.1,0.79025,16,7.0,12.75,1.25
649,325,1,absolute,1D,0,positive,1D-F,1,0.90625,0.77525,0.668,0.79025,10,7.0,12.75,1.25
650,325,1,absolute,1D,0,positive,1D-F,2,0.90625,0.7425,0.418,0.79025,11,7.0,12.75,1.25
651,325,1,absolute,1D,0,positive,1D-F,3,1.0,0.4825,0.4,0.79025,14,7.0,12.75,1.25
652,325,1,absolute,1D,0,positive,1D-F,4,1.0,0.689,0.52,0.79025,5,7.0,12.75,1.25
653,325,1,absolute,1D,0,positive,1D-F,5,0.96875,1.2075,1.2,0.79025,0,7.0,12.75,1.25
654,325,1,absolute,1D,0,positive,1D-F,6,1.0,0.98675,0.882,0.79025,0,7.0,12.75,1.25
655,325,1,absolute,1D,0,positive,1D-F,7,1.0,1.1135,1.134,0.79025,0,7.0,12.75,1.25
656,328,2,relative,2D,0,comp,2D-P,0,0.625,0.759213137744,0.165860530702,0.5521420491,11,5.625,9.0,2.25
657,328,2,relative,2D,0,comp,2D-P,1,0.90625,1.05043645046,0.633463402132,0.5521420491,16,5.625,9.0,2.25
658,328,2,relative,2D,0,comp,2D-P,2,1.0,0.529729289518,0.295714011026,0.5521420491,9,5.625,9.0,2.25
659,328,2,relative,2D,0,comp,2D-P,3,1.0,1.02584453116,0.855045250615,0.5521420491,0,5.625,9.0,2.25
660,328,2,relative,2D,0,comp,2D-P,4,0.96875,1.21140914627,1.17747942572,0.5521420491,0,5.625,9.0,2.25
661,328,2,relative,2D,0,comp,2D-P,5,0.96875,0.887203131015,0.506379694914,0.5521420491,1,5.625,9.0,2.25
662,328,2,relative,2D,0,comp,2D-P,6,1.0,0.543333763303,0.160891231894,0.5521420491,8,5.625,9.0,2.25
663,328,2,relative,2D,0,comp,2D-P,7,1.0,0.844261464882,0.622302845793,0.5521420491,0,5.625,9.0,2.25
664,329,0,relative,1D,1,negative,1D-C,0,1.0,0.568125,0.4,0.2711875,16,14.75,16.0,13.5
665,329,0,relative,1D,1,negative,1D-C,1,1.0,0.416875,0.2,0.2711875,16,14.75,16.0,13.5
666,329,0,relative,1D,1,negative,1D-C,2,1.0,0.33125,0.1,0.2711875,16,14.75,16.0,13.5
667,329,0,relative,1D,1,negative,1D-C,3,1.0,0.65625,0.06,0.2711875,16,14.75,16.0,13.5
668,329,0,relative,1D,1,negative,1D-C,4,1.0,0.797625,0.3135,0.2711875,13,14.75,16.0,13.5
669,329,0,relative,1D,1,negative,1D-C,5,1.0,0.8638125,0.61,0.2711875,13,14.75,16.0,13.5
670,329,0,relative,1D,1,negative,1D-C,6,1.0,0.8686875,0.01,0.2711875,14,14.75,16.0,13.5
671,329,0,relative,1D,1,negative,1D-C,7,1.0,0.8265,0.476,0.2711875,14,14.75,16.0,13.5
672,330,3,absolute,2D,0,comp,2D-P,0,0.75,0.798346365856,0.325855659533,0.451391552368,16,14.875,15.0,14.75
673,330,3,absolute,2D,0,comp,2D-P,1,0.8125,1.14815241636,0.651711319066,0.451391552368,16,14.875,15.0,14.75
674,330,3,absolute,2D,0,comp,2D-P,2,0.90625,1.56345545444,1.09161645944,0.451391552368,12,14.875,15.0,14.75
